,city,job,link,state,count
2016,Cedar Rapids,IT Account Manager,"https://www.monster.com/jobs/q-it-account-manager-jobs-l-cedar-rapids,-ia.aspx",Iowa,2.0
2017,Fort Worth,IT Account Manager,"https://www.monster.com/jobs/q-it-account-manager-jobs-l-fort-worth,-tx.aspx",Texas,2.0
2018,Dallas,IT Account Manager,"https://www.monster.com/jobs/q-it-account-manager-jobs-l-dallas,-tx.aspx",Texas,1.0
2019,Denver,IT Account Manager,"https://www.monster.com/jobs/q-it-account-manager-jobs-l-denver,-co.aspx",Colorado,1.0
2020,Iowa City,IT Account Manager,"https://www.monster.com/jobs/q-it-account-manager-jobs-l-iowa-city,-ia.aspx",Iowa,1.0
2021,Los Angeles,IT Account Manager,"https://www.monster.com/jobs/q-it-account-manager-jobs-l-los-angeles,-ca.aspx",California,1.0
2022,New York City,IT Account Manager,"https://www.monster.com/jobs/q-it-account-manager-jobs-l-new-york-city,-ny.aspx",New York,2.0
2023,Saddle Brook,IT Account Manager,"https://www.monster.com/jobs/q-it-account-manager-jobs-l-saddle-brook,-nj.aspx",New Jersey,2.0
2024,West Valley City,IT Account Manager,"https://www.monster.com/jobs/q-it-account-manager-jobs-l-west-valley-city,-ut.aspx",Utah,1.0
2025,Bellevue,IT Administrator,"https://www.monster.com/jobs/q-it-administrator-jobs-l-bellevue,-wa.aspx",Washington,39.0
2026,Broken Arrow,IT Administrator,"https://www.monster.com/jobs/q-it-administrator-jobs-l-broken-arrow,-ok.aspx",Oklahoma,18.0
2027,Richmond,IT Administrator,"https://www.monster.com/jobs/q-it-administrator-jobs-l-richmond,-va.aspx",Virginia,15.0
2028,San Francisco,IT Administrator,"https://www.monster.com/jobs/q-it-administrator-jobs-l-san-francisco,-ca.aspx",California,14.0
2029,Seattle,IT Administrator,"https://www.monster.com/jobs/q-it-administrator-jobs-l-seattle,-wa.aspx",Washington,39.0
2030,San Jose,IT Administrator,"https://www.monster.com/jobs/q-it-administrator-jobs-l-san-jose,-ca.aspx",California,24.0
2031,San Antonio,IT Administrator,"https://www.monster.com/jobs/q-it-administrator-jobs-l-san-antonio,-tx.aspx",Texas,12.0
2032,Arlington,IT Administrator,"https://www.monster.com/jobs/q-it-administrator-jobs-l-arlington,-va.aspx",Virginia,36.0
2033,Chicago,IT Administrator,"https://www.monster.com/jobs/q-it-administrator-jobs-l-chicago,-il.aspx",Illinois,12.0
2034,Germantown,IT Administrator,"https://www.monster.com/jobs/q-it-administrator-jobs-l-germantown,-md.aspx",Maryland,3.0
2035,New York City,IT Analyst,"https://www.monster.com/jobs/q-it-analyst-jobs-l-new-york-city,-ny.aspx",New York,29.0
2036,Dallas,IT Analyst,"https://www.monster.com/jobs/q-it-analyst-jobs-l-dallas,-tx.aspx",Texas,19.0
2037,Los Angeles,IT Analyst,"https://www.monster.com/jobs/q-it-analyst-jobs-l-los-angeles,-ca.aspx",California,18.0
2038,Southbury,IT Analyst,"https://www.monster.com/jobs/q-it-analyst-jobs-l-southbury,-ct.aspx",Connecticut,14.0
2039,Rochester,IT Analyst,"https://www.monster.com/jobs/q-it-analyst-jobs-l-rochester,-mn.aspx",Minnesota,10.0
2040,Sacramento,IT Analyst,"https://www.monster.com/jobs/q-it-analyst-jobs-l-sacramento,-ca.aspx",California,10.0
2041,Atlanta,IT Analyst,"https://www.monster.com/jobs/q-it-analyst-jobs-l-atlanta,-ga.aspx",Georgia,9.0
2042,Research Triangle Park,IT Analyst,"https://www.monster.com/jobs/q-it-analyst-jobs-l-research-triangle-park,-nc.aspx",North Carolina,19.0
2043,Reston,IT Analyst,"https://www.monster.com/jobs/q-it-analyst-jobs-l-reston,-va.aspx",Virginia,23.0
2044,Chicago,IT Analyst,"https://www.monster.com/jobs/q-it-analyst-jobs-l-chicago,-il.aspx",Illinois,12.0
2045,Seattle,It Architect,"https://www.monster.com/jobs/q-it-architect-jobs-l-seattle,-wa.aspx",Washington,40.0
2046,New York City,It Architect,"https://www.monster.com/jobs/q-it-architect-jobs-l-new-york-city,-ny.aspx",New York,34.0
2047,Charlotte,It Architect,"https://www.monster.com/jobs/q-it-architect-jobs-l-charlotte,-nc.aspx",North Carolina,24.0
2048,Southbury,It Architect,"https://www.monster.com/jobs/q-it-architect-jobs-l-southbury,-ct.aspx",Connecticut,13.0
2049,Chicago,It Architect,"https://www.monster.com/jobs/q-it-architect-jobs-l-chicago,-il.aspx",Illinois,14.0
2050,San Francisco,It Architect,"https://www.monster.com/jobs/q-it-architect-jobs-l-san-francisco,-ca.aspx",California,15.0
2051,Atlanta,It Architect,"https://www.monster.com/jobs/q-it-architect-jobs-l-atlanta,-ga.aspx",Georgia,11.0
2052,Cambridge,It Architect,"https://www.monster.com/jobs/q-it-architect-jobs-l-cambridge,-ma.aspx",Massachusetts,22.0
2053,Boston,It Architect,"https://www.monster.com/jobs/q-it-architect-jobs-l-boston,-ma.aspx",Massachusetts,22.0
2054,Austin,It Architect,"https://www.monster.com/jobs/q-it-architect-jobs-l-austin,-tx.aspx",Texas,10.0
2055,Stockton,It Assistant,"https://www.monster.com/jobs/q-it-assistant-jobs-l-stockton,-ca.aspx",California,8.0
2056,Sacramento,It Assistant,"https://www.monster.com/jobs/q-it-assistant-jobs-l-sacramento,-ca.aspx",California,11.0
2057,Edison,It Assistant,"https://www.monster.com/jobs/q-it-assistant-jobs-l-edison,-nj.aspx",New Jersey,4.0
2058,Brooklyn,It Assistant,"https://www.monster.com/jobs/q-it-assistant-jobs-l-brooklyn,-ny.aspx",New York,9.0
2059,Fairfax,It Assistant,"https://www.monster.com/jobs/q-it-assistant-jobs-l-fairfax,-va.aspx",Virginia,4.0
2060,Hercules,It Assistant,"https://www.monster.com/jobs/q-it-assistant-jobs-l-hercules,-ca.aspx",California,8.0
2061,Holly,It Assistant,"https://www.monster.com/jobs/q-it-assistant-jobs-l-holly,-mi.aspx",Michigan,2.0
2062,Mechanicsburg,It Assistant,"https://www.monster.com/jobs/q-it-assistant-jobs-l-mechanicsburg,-pa.aspx",Pennsylvania,2.0
2063,Miami,It Assistant,"https://www.monster.com/jobs/q-it-assistant-jobs-l-miami,-fl.aspx",Florida,2.0
2064,New York City,It Assistant,"https://www.monster.com/jobs/q-it-assistant-jobs-l-new-york-city,-ny.aspx",New York,9.0
2065,New York City,IT Audit Manager,"https://www.monster.com/jobs/q-it-audit-manager-jobs-l-new-york-city,-ny.aspx",New York,17.0
2066,Boston,IT Audit Manager,"https://www.monster.com/jobs/q-it-audit-manager-jobs-l-boston,-ma.aspx",Massachusetts,7.0
2067,Charlotte,IT Audit Manager,"https://www.monster.com/jobs/q-it-audit-manager-jobs-l-charlotte,-nc.aspx",North Carolina,7.0
2068,Harrisburg,IT Audit Manager,"https://www.monster.com/jobs/q-it-audit-manager-jobs-l-harrisburg,-pa.aspx",Pennsylvania,6.0
2069,McLean,IT Audit Manager,"https://www.monster.com/jobs/q-it-audit-manager-jobs-l-mclean,-va.aspx",Virginia,9.0
2070,San Francisco,IT Audit Manager,"https://www.monster.com/jobs/q-it-audit-manager-jobs-l-san-francisco,-ca.aspx",California,7.0
2071,Seattle,IT Audit Manager,"https://www.monster.com/jobs/q-it-audit-manager-jobs-l-seattle,-wa.aspx",Washington,7.0
2072,Cary,IT Audit Manager,"https://www.monster.com/jobs/q-it-audit-manager-jobs-l-cary,-nc.aspx",North Carolina,6.0
2073,Kalamazoo,IT Audit Manager,"https://www.monster.com/jobs/q-it-audit-manager-jobs-l-kalamazoo,-mi.aspx",Michigan,4.0
2074,Arlington,IT Audit Manager,"https://www.monster.com/jobs/q-it-audit-manager-jobs-l-arlington,-va.aspx",Virginia,9.0
2075,New York City,IT Auditor,"https://www.monster.com/jobs/q-it-auditor-jobs-l-new-york-city,-ny.aspx",New York,58.0
2076,Charlotte,IT Auditor,"https://www.monster.com/jobs/q-it-auditor-jobs-l-charlotte,-nc.aspx",North Carolina,24.0
2077,Chicago,IT Auditor,"https://www.monster.com/jobs/q-it-auditor-jobs-l-chicago,-il.aspx",Illinois,33.0
2078,Boston,IT Auditor,"https://www.monster.com/jobs/q-it-auditor-jobs-l-boston,-ma.aspx",Massachusetts,29.0
2079,McLean,IT Auditor,"https://www.monster.com/jobs/q-it-auditor-jobs-l-mclean,-va.aspx",Virginia,47.0
2080,Atlanta,IT Auditor,"https://www.monster.com/jobs/q-it-auditor-jobs-l-atlanta,-ga.aspx",Georgia,22.0
2081,Washington,IT Auditor,"https://www.monster.com/jobs/q-it-auditor-jobs-l-washington,-dc.aspx",District of Columbia,47.0
2082,Columbus,IT Auditor,"https://www.monster.com/jobs/q-it-auditor-jobs-l-columbus,-oh.aspx",Ohio,20.0
2083,Minneapolis,IT Auditor,"https://www.monster.com/jobs/q-it-auditor-jobs-l-minneapolis,-mn.aspx",Minnesota,18.0
2084,San Francisco,IT Auditor,"https://www.monster.com/jobs/q-it-auditor-jobs-l-san-francisco,-ca.aspx",California,15.0
2085,Chicago,IT Business Analyst,"https://www.monster.com/jobs/q-it-business-analyst-jobs-l-chicago,-il.aspx",Illinois,31.0
2086,New York City,IT Business Analyst,"https://www.monster.com/jobs/q-it-business-analyst-jobs-l-new-york-city,-ny.aspx",New York,44.0
2087,Tampa,IT Business Analyst,"https://www.monster.com/jobs/q-it-business-analyst-jobs-l-tampa,-fl.aspx",Florida,25.0
2088,Atlanta,IT Business Analyst,"https://www.monster.com/jobs/q-it-business-analyst-jobs-l-atlanta,-ga.aspx",Georgia,21.0
2089,Charlotte,IT Business Analyst,"https://www.monster.com/jobs/q-it-business-analyst-jobs-l-charlotte,-nc.aspx",North Carolina,16.0
2090,Houston,IT Business Analyst,"https://www.monster.com/jobs/q-it-business-analyst-jobs-l-houston,-tx.aspx",Texas,12.0
2091,Dearborn,IT Business Analyst,"https://www.monster.com/jobs/q-it-business-analyst-jobs-l-dearborn,-mi.aspx",Michigan,24.0
2092,Jacksonville,IT Business Analyst,"https://www.monster.com/jobs/q-it-business-analyst-jobs-l-jacksonville,-fl.aspx",Florida,11.0
2093,Parsippany,IT Business Analyst,"https://www.monster.com/jobs/q-it-business-analyst-jobs-l-parsippany,-nj.aspx",New Jersey,14.0
2094,Des Moines,IT Business Analyst,"https://www.monster.com/jobs/q-it-business-analyst-jobs-l-des-moines,-ia.aspx",Iowa,8.0
2095,Cincinnati,IT Computer,"https://www.monster.com/jobs/q-it-computer-jobs-l-cincinnati,-oh.aspx",Ohio,23.0
2096,New York City,IT Computer,"https://www.monster.com/jobs/q-it-computer-jobs-l-new-york-city,-ny.aspx",New York,34.0
2097,Melbourne,IT Computer,"https://www.monster.com/jobs/q-it-computer-jobs-l-melbourne,-fl.aspx",Florida,20.0
2098,Richfield,IT Computer,"https://www.monster.com/jobs/q-it-computer-jobs-l-richfield,-mn.aspx",Minnesota,23.0
2099,Dover,IT Computer,"https://www.monster.com/jobs/q-it-computer-jobs-l-dover,-fl.aspx",Florida,20.0
2100,Dallas,IT Computer,"https://www.monster.com/jobs/q-it-computer-jobs-l-dallas,-tx.aspx",Texas,25.0
2101,San Diego,IT Computer,"https://www.monster.com/jobs/q-it-computer-jobs-l-san-diego,-ca.aspx",California,12.0
2102,Charlotte,IT Computer,"https://www.monster.com/jobs/q-it-computer-jobs-l-charlotte,-nc.aspx",North Carolina,10.0
2103,San Francisco,IT Computer,"https://www.monster.com/jobs/q-it-computer-jobs-l-san-francisco,-ca.aspx",California,15.0
2104,Atlanta,IT Computer,"https://www.monster.com/jobs/q-it-computer-jobs-l-atlanta,-ga.aspx",Georgia,8.0
2105,Vienna,IT Consultant,"https://www.monster.com/jobs/q-it-consultant-jobs-l-vienna,-va.aspx",Virginia,43.0
2106,New York City,IT Consultant,"https://www.monster.com/jobs/q-it-consultant-jobs-l-new-york-city,-ny.aspx",New York,31.0
2107,Tampa,IT Consultant,"https://www.monster.com/jobs/q-it-consultant-jobs-l-tampa,-fl.aspx",Florida,13.0
2108,Atlanta,IT Consultant,"https://www.monster.com/jobs/q-it-consultant-jobs-l-atlanta,-ga.aspx",Georgia,11.0
2109,Oakland,IT Consultant,"https://www.monster.com/jobs/q-it-consultant-jobs-l-oakland,-ca.aspx",California,19.0
2110,Dallas,IT Consultant,"https://www.monster.com/jobs/q-it-consultant-jobs-l-dallas,-tx.aspx",Texas,15.0
2111,Nashville,IT Consultant,"https://www.monster.com/jobs/q-it-consultant-jobs-l-nashville,-tn.aspx",Tennessee,10.0
2112,Washington,IT Consultant,"https://www.monster.com/jobs/q-it-consultant-jobs-l-washington,-dc.aspx",District of Columbia,50.0
2113,Boston,IT Consultant,"https://www.monster.com/jobs/q-it-consultant-jobs-l-boston,-ma.aspx",Massachusetts,13.0
2114,Newark,IT Consultant,"https://www.monster.com/jobs/q-it-consultant-jobs-l-newark,-nj.aspx",New Jersey,32.0
2115,Annapolis Junction,IT Contract,"https://www.monster.com/jobs/q-it-contract-jobs-l-annapolis-junction,-md.aspx",Maryland,53.0
2116,Washington,IT Contract,"https://www.monster.com/jobs/q-it-contract-jobs-l-washington,-dc.aspx",District of Columbia,60.0
2117,San Antonio,IT Contract,"https://www.monster.com/jobs/q-it-contract-jobs-l-san-antonio,-tx.aspx",Texas,15.0
2118,Austin,IT Contract,"https://www.monster.com/jobs/q-it-contract-jobs-l-austin,-tx.aspx",Texas,11.0
2119,Newark,IT Contract,"https://www.monster.com/jobs/q-it-contract-jobs-l-newark,-nj.aspx",New Jersey,23.0
2120,Vicksburg,IT Contract,"https://www.monster.com/jobs/q-it-contract-jobs-l-vicksburg,-ms.aspx",Mississippi,10.0
2121,Los Angeles,IT Contract,"https://www.monster.com/jobs/q-it-contract-jobs-l-los-angeles,-ca.aspx",California,9.0
2122,New York City,IT Contract,"https://www.monster.com/jobs/q-it-contract-jobs-l-new-york-city,-ny.aspx",New York,23.0
2123,Rockville,IT Contract,"https://www.monster.com/jobs/q-it-contract-jobs-l-rockville,-md.aspx",Maryland,93.0
2124,Reston,IT Contract,"https://www.monster.com/jobs/q-it-contract-jobs-l-reston,-va.aspx",Virginia,59.0
2125,Seattle,IT Developer,"https://www.monster.com/jobs/q-it-developer-jobs-l-seattle,-wa.aspx",Washington,30.0
2126,New York City,IT Developer,"https://www.monster.com/jobs/q-it-developer-jobs-l-new-york-city,-ny.aspx",New York,35.0
2127,Vancouver,IT Developer,"https://www.monster.com/jobs/q-it-developer-jobs-l-vancouver,-wa.aspx",Washington,14.0
2128,Houston,IT Developer,"https://www.monster.com/jobs/q-it-developer-jobs-l-houston,-tx.aspx",Texas,12.0
2129,San Francisco,IT Developer,"https://www.monster.com/jobs/q-it-developer-jobs-l-san-francisco,-ca.aspx",California,12.0
2130,Jacksonville,IT Developer,"https://www.monster.com/jobs/q-it-developer-jobs-l-jacksonville,-fl.aspx",Florida,10.0
2131,Atlanta,IT Developer,"https://www.monster.com/jobs/q-it-developer-jobs-l-atlanta,-ga.aspx",Georgia,10.0
2132,Weehawken,IT Developer,"https://www.monster.com/jobs/q-it-developer-jobs-l-weehawken,-nj.aspx",New Jersey,37.0
2133,Chicago,IT Developer,"https://www.monster.com/jobs/q-it-developer-jobs-l-chicago,-il.aspx",Illinois,10.0
2134,Denver,IT Developer,"https://www.monster.com/jobs/q-it-developer-jobs-l-denver,-co.aspx",Colorado,6.0
2135,New York City,IT Director,"https://www.monster.com/jobs/q-it-director-jobs-l-new-york-city,-ny.aspx",New York,62.0
2136,Chicago,IT Director,"https://www.monster.com/jobs/q-it-director-jobs-l-chicago,-il.aspx",Illinois,34.0
2137,Houston,IT Director,"https://www.monster.com/jobs/q-it-director-jobs-l-houston,-tx.aspx",Texas,22.0
2138,Seattle,IT Director,"https://www.monster.com/jobs/q-it-director-jobs-l-seattle,-wa.aspx",Washington,22.0
2139,Atlanta,IT Director,"https://www.monster.com/jobs/q-it-director-jobs-l-atlanta,-ga.aspx",Georgia,17.0
2140,Austin,IT Director,"https://www.monster.com/jobs/q-it-director-jobs-l-austin,-tx.aspx",Texas,11.0
2141,Indianapolis,IT Director,"https://www.monster.com/jobs/q-it-director-jobs-l-indianapolis,-in.aspx",Indiana,11.0
2142,Los Angeles,IT Director,"https://www.monster.com/jobs/q-it-director-jobs-l-los-angeles,-ca.aspx",California,18.0
2143,Dallas,IT Director,"https://www.monster.com/jobs/q-it-director-jobs-l-dallas,-tx.aspx",Texas,11.0
2144,Denver,IT Director,"https://www.monster.com/jobs/q-it-director-jobs-l-denver,-co.aspx",Colorado,19.0
2145,Aurora,IT Engineer,"https://www.monster.com/jobs/q-it-engineer-jobs-l-aurora,-co.aspx",Colorado,35.0
2146,New York City,IT Engineer,"https://www.monster.com/jobs/q-it-engineer-jobs-l-new-york-city,-ny.aspx",New York,19.0
2147,San Diego,IT Engineer,"https://www.monster.com/jobs/q-it-engineer-jobs-l-san-diego,-ca.aspx",California,14.0
2148,Atlanta,IT Engineer,"https://www.monster.com/jobs/q-it-engineer-jobs-l-atlanta,-ga.aspx",Georgia,15.0
2149,Detroit,IT Engineer,"https://www.monster.com/jobs/q-it-engineer-jobs-l-detroit,-mi.aspx",Michigan,14.0
2150,Colorado Springs,IT Engineer,"https://www.monster.com/jobs/q-it-engineer-jobs-l-colorado-springs,-co.aspx",Colorado,9.0
2151,Chicago,IT Engineer,"https://www.monster.com/jobs/q-it-engineer-jobs-l-chicago,-il.aspx",Illinois,12.0
2152,San Francisco,IT Engineer,"https://www.monster.com/jobs/q-it-engineer-jobs-l-san-francisco,-ca.aspx",California,13.0
2153,Houston,IT Engineer,"https://www.monster.com/jobs/q-it-engineer-jobs-l-houston,-tx.aspx",Texas,9.0
2154,Los Angeles,IT Engineer,"https://www.monster.com/jobs/q-it-engineer-jobs-l-los-angeles,-ca.aspx",California,16.0
2155,Chicago,IT Entry Level,"https://www.monster.com/jobs/q-it-entry-level-jobs-l-chicago,-il.aspx",Illinois,5.0
2156,Bensenville,IT Entry Level,"https://www.monster.com/jobs/q-it-entry-level-jobs-l-bensenville,-il.aspx",Illinois,5.0
2157,Chicago,IT Graduate,"https://www.monster.com/jobs/q-it-graduate-jobs-l-chicago,-il.aspx",Illinois,3.0
2158,Columbia,IT Graduate,"https://www.monster.com/jobs/q-it-graduate-jobs-l-columbia,-md.aspx",Maryland,2.0
2159,New York City,IT Graduate,"https://www.monster.com/jobs/q-it-graduate-jobs-l-new-york-city,-ny.aspx",New York,2.0
2160,Ames,IT Graduate,"https://www.monster.com/jobs/q-it-graduate-jobs-l-ames,-ia.aspx",Iowa,1.0
2161,Longwood,IT Graduate,"https://www.monster.com/jobs/q-it-graduate-jobs-l-longwood,-fl.aspx",Florida,21.0
2162,Morris Plains,IT Graduate,"https://www.monster.com/jobs/q-it-graduate-jobs-l-morris-plains,-nj.aspx",New Jersey,1.0
2163,Salt Lake City,IT Graduate,"https://www.monster.com/jobs/q-it-graduate-jobs-l-salt-lake-city,-ut.aspx",Utah,1.0
2164,Tempe,IT Hardware,"https://www.monster.com/jobs/q-it-hardware-jobs-l-tempe,-az.aspx",Arizona,183.0
2165,Addison,IT Hardware,"https://www.monster.com/jobs/q-it-hardware-jobs-l-addison,-il.aspx",Illinois,99.0
2166,Plano,IT Hardware,"https://www.monster.com/jobs/q-it-hardware-jobs-l-plano,-tx.aspx",Texas,42.0
2167,Phoenix,IT Hardware,"https://www.monster.com/jobs/q-it-hardware-jobs-l-phoenix,-az.aspx",Arizona,183.0
2168,Atlanta,IT Hardware,"https://www.monster.com/jobs/q-it-hardware-jobs-l-atlanta,-ga.aspx",Georgia,31.0
2169,Chicago,IT Hardware,"https://www.monster.com/jobs/q-it-hardware-jobs-l-chicago,-il.aspx",Illinois,68.0
2170,New York City,IT Hardware,"https://www.monster.com/jobs/q-it-hardware-jobs-l-new-york-city,-ny.aspx",New York,37.0
2171,Hanover Park,IT Hardware,"https://www.monster.com/jobs/q-it-hardware-jobs-l-hanover-park,-il.aspx",Illinois,70.0
2172,Washington,IT Hardware,"https://www.monster.com/jobs/q-it-hardware-jobs-l-washington,-dc.aspx",District of Columbia,96.0
2173,Memphis,IT Hardware,"https://www.monster.com/jobs/q-it-hardware-jobs-l-memphis,-tn.aspx",Tennessee,24.0
2174,Nashville,IT Help Desk,"https://www.monster.com/jobs/q-it-help-desk-jobs-l-nashville,-tn.aspx",Tennessee,51.0
2175,Washington,IT Help Desk,"https://www.monster.com/jobs/q-it-help-desk-jobs-l-washington,-dc.aspx",District of Columbia,79.0
2176,New York City,IT Help Desk,"https://www.monster.com/jobs/q-it-help-desk-jobs-l-new-york-city,-ny.aspx",New York,28.0
2177,Seattle,IT Help Desk,"https://www.monster.com/jobs/q-it-help-desk-jobs-l-seattle,-wa.aspx",Washington,24.0
2178,Boston,IT Help Desk,"https://www.monster.com/jobs/q-it-help-desk-jobs-l-boston,-ma.aspx",Massachusetts,19.0
2179,Chicago,IT Help Desk,"https://www.monster.com/jobs/q-it-help-desk-jobs-l-chicago,-il.aspx",Illinois,13.0
2180,McLean,IT Help Desk,"https://www.monster.com/jobs/q-it-help-desk-jobs-l-mclean,-va.aspx",Virginia,76.0
2181,Atlanta,IT Help Desk,"https://www.monster.com/jobs/q-it-help-desk-jobs-l-atlanta,-ga.aspx",Georgia,15.0
2182,Patuxent River,IT Help Desk,"https://www.monster.com/jobs/q-it-help-desk-jobs-l-patuxent-river,-md.aspx",Maryland,12.0
2183,Fremont,IT Help Desk,"https://www.monster.com/jobs/q-it-help-desk-jobs-l-fremont,-ca.aspx",California,33.0
2184,Apple Valley,IT Help Desk Clerk,"https://www.monster.com/jobs/q-it-help-desk-clerk-jobs-l-apple-valley,-ca.aspx",California,1.0
2185,Davenport,IT Help Desk Clerk,"https://www.monster.com/jobs/q-it-help-desk-clerk-jobs-l-davenport,-ia.aspx",Iowa,1.0
2186,Lima,IT Help Desk Clerk,"https://www.monster.com/jobs/q-it-help-desk-clerk-jobs-l-lima,-oh.aspx",Ohio,1.0
2187,Livonia,IT Help Desk Clerk,"https://www.monster.com/jobs/q-it-help-desk-clerk-jobs-l-livonia,-mi.aspx",Michigan,1.0
2188,Scottsdale,IT Help Desk Clerk,"https://www.monster.com/jobs/q-it-help-desk-clerk-jobs-l-scottsdale,-az.aspx",Arizona,1.0
2189,Smithfield,IT Help Desk Clerk,"https://www.monster.com/jobs/q-it-help-desk-clerk-jobs-l-smithfield,-ri.aspx",Rhode Island,1.0
2190,Atlanta,IT Helpdesk,"https://www.monster.com/jobs/q-it-helpdesk-jobs-l-atlanta,-ga.aspx",Georgia,11.0
2191,Austin,IT Helpdesk,"https://www.monster.com/jobs/q-it-helpdesk-jobs-l-austin,-tx.aspx",Texas,9.0
2192,Boston,IT Helpdesk,"https://www.monster.com/jobs/q-it-helpdesk-jobs-l-boston,-ma.aspx",Massachusetts,8.0
2193,Irving,IT Helpdesk,"https://www.monster.com/jobs/q-it-helpdesk-jobs-l-irving,-tx.aspx",Texas,15.0
2194,Los Angeles,IT Helpdesk,"https://www.monster.com/jobs/q-it-helpdesk-jobs-l-los-angeles,-ca.aspx",California,11.0
2195,Washington,IT Helpdesk,"https://www.monster.com/jobs/q-it-helpdesk-jobs-l-washington,-dc.aspx",District of Columbia,23.0
2196,Wichita,IT Helpdesk,"https://www.monster.com/jobs/q-it-helpdesk-jobs-l-wichita,-ks.aspx",Kansas,8.0
2197,Chicago,IT Helpdesk,"https://www.monster.com/jobs/q-it-helpdesk-jobs-l-chicago,-il.aspx",Illinois,5.0
2198,Dallas,IT Helpdesk,"https://www.monster.com/jobs/q-it-helpdesk-jobs-l-dallas,-tx.aspx",Texas,16.0
2199,Denver,IT Helpdesk,"https://www.monster.com/jobs/q-it-helpdesk-jobs-l-denver,-co.aspx",Colorado,11.0
2200,Fayetteville,IT Instructor,"https://www.monster.com/jobs/q-it-instructor-jobs-l-fayetteville,-nc.aspx",North Carolina,3.0
2201,Cambridge,IT Instructor,"https://www.monster.com/jobs/q-it-instructor-jobs-l-cambridge,-ma.aspx",Massachusetts,2.0
2202,Oakland,IT Instructor,"https://www.monster.com/jobs/q-it-instructor-jobs-l-oakland,-ca.aspx",California,2.0
2203,Pensacola,IT Instructor,"https://www.monster.com/jobs/q-it-instructor-jobs-l-pensacola,-fl.aspx",Florida,2.0
2204,Charleston,IT Instructor,"https://www.monster.com/jobs/q-it-instructor-jobs-l-charleston,-sc.aspx",South Carolina,1.0
2205,Salt Lake City,IT Instructor,"https://www.monster.com/jobs/q-it-instructor-jobs-l-salt-lake-city,-ut.aspx",Utah,1.0
2206,Springfield,IT Instructor,"https://www.monster.com/jobs/q-it-instructor-jobs-l-springfield,-va.aspx",Virginia,1.0
2207,New York City,IT Management,"https://www.monster.com/jobs/q-it-management-jobs-l-new-york-city,-ny.aspx",New York,255.0
2208,Charlotte,IT Management,"https://www.monster.com/jobs/q-it-management-jobs-l-charlotte,-nc.aspx",North Carolina,86.0
2209,Atlanta,IT Management,"https://www.monster.com/jobs/q-it-management-jobs-l-atlanta,-ga.aspx",Georgia,78.0
2210,Seattle,IT Management,"https://www.monster.com/jobs/q-it-management-jobs-l-seattle,-wa.aspx",Washington,120.0
2211,Houston,IT Management,"https://www.monster.com/jobs/q-it-management-jobs-l-houston,-tx.aspx",Texas,71.0
2212,Chicago,IT Management,"https://www.monster.com/jobs/q-it-management-jobs-l-chicago,-il.aspx",Illinois,90.0
2213,Washington,IT Management,"https://www.monster.com/jobs/q-it-management-jobs-l-washington,-dc.aspx",District of Columbia,279.0
2214,Arlington,IT Management,"https://www.monster.com/jobs/q-it-management-jobs-l-arlington,-va.aspx",Virginia,340.0
2215,Sterling,IT Management,"https://www.monster.com/jobs/q-it-management-jobs-l-sterling,-va.aspx",Virginia,263.0
2216,Boston,IT Management,"https://www.monster.com/jobs/q-it-management-jobs-l-boston,-ma.aspx",Massachusetts,92.0
2217,New York City,IT Manager,"https://www.monster.com/jobs/q-it-manager-jobs-l-new-york-city,-ny.aspx",New York,91.0
2218,Atlanta,IT Manager,"https://www.monster.com/jobs/q-it-manager-jobs-l-atlanta,-ga.aspx",Georgia,46.0
2219,Lansing,IT Manager,"https://www.monster.com/jobs/q-it-manager-jobs-l-lansing,-mi.aspx",Michigan,52.0
2220,Houston,IT Manager,"https://www.monster.com/jobs/q-it-manager-jobs-l-houston,-tx.aspx",Texas,38.0
2221,Arlington,IT Manager,"https://www.monster.com/jobs/q-it-manager-jobs-l-arlington,-va.aspx",Virginia,121.0
2222,Washington,IT Manager,"https://www.monster.com/jobs/q-it-manager-jobs-l-washington,-dc.aspx",District of Columbia,119.0
2223,Chicago,IT Manager,"https://www.monster.com/jobs/q-it-manager-jobs-l-chicago,-il.aspx",Illinois,42.0
2224,Seattle,IT Manager,"https://www.monster.com/jobs/q-it-manager-jobs-l-seattle,-wa.aspx",Washington,48.0
2225,San Francisco,IT Manager,"https://www.monster.com/jobs/q-it-manager-jobs-l-san-francisco,-ca.aspx",California,39.0
2226,Los Angeles,IT Manager,"https://www.monster.com/jobs/q-it-manager-jobs-l-los-angeles,-ca.aspx",California,40.0
2227,Arlington,IT Networking,"https://www.monster.com/jobs/q-it-networking-jobs-l-arlington,-va.aspx",Virginia,313.0
2228,Washington,IT Networking,"https://www.monster.com/jobs/q-it-networking-jobs-l-washington,-dc.aspx",District of Columbia,325.0
2229,Greenwood Village,IT Networking,"https://www.monster.com/jobs/q-it-networking-jobs-l-greenwood-village,-co.aspx",Colorado,62.0
2230,Chicago,IT Networking,"https://www.monster.com/jobs/q-it-networking-jobs-l-chicago,-il.aspx",Illinois,56.0
2231,New York City,IT Networking,"https://www.monster.com/jobs/q-it-networking-jobs-l-new-york-city,-ny.aspx",New York,45.0
2232,San Francisco,IT Networking,"https://www.monster.com/jobs/q-it-networking-jobs-l-san-francisco,-ca.aspx",California,45.0
