,city,job,link,state,count
0,New York City,.Net,"https://www.monster.com/jobs/q-dot-net-jobs-l-new-york-city,-ny.aspx",New York,798.0
1,Chicago,.Net,"https://www.monster.com/jobs/q-dot-net-jobs-l-chicago,-il.aspx",Illinois,525.0
2,Redmond,.Net,"https://www.monster.com/jobs/q-dot-net-jobs-l-redmond,-wa.aspx",Washington,859.0
3,Atlanta,.Net,"https://www.monster.com/jobs/q-dot-net-jobs-l-atlanta,-ga.aspx",Georgia,300.0
4,Washington,.Net,"https://www.monster.com/jobs/q-dot-net-jobs-l-washington,-dc.aspx",District of Columbia,878.0
5,Austin,.Net,"https://www.monster.com/jobs/q-dot-net-jobs-l-austin,-tx.aspx",Texas,271.0
6,Seattle,.Net,"https://www.monster.com/jobs/q-dot-net-jobs-l-seattle,-wa.aspx",Washington,867.0
7,Indianapolis,.Net,"https://www.monster.com/jobs/q-dot-net-jobs-l-indianapolis,-in.aspx",Indiana,258.0
8,Charlotte,.Net,"https://www.monster.com/jobs/q-dot-net-jobs-l-charlotte,-nc.aspx",North Carolina,235.0
9,Houston,.Net,"https://www.monster.com/jobs/q-dot-net-jobs-l-houston,-tx.aspx",Texas,237.0
10,Harrisburg,.NET Developer,"https://www.monster.com/jobs/q-dot-net-developer-jobs-l-harrisburg,-pa.aspx",Pennsylvania,37.0
11,Washington,.NET Developer,"https://www.monster.com/jobs/q-dot-net-developer-jobs-l-washington,-dc.aspx",District of Columbia,37.0
12,Houston,.NET Developer,"https://www.monster.com/jobs/q-dot-net-developer-jobs-l-houston,-tx.aspx",Texas,19.0
13,Indianapolis,.NET Developer,"https://www.monster.com/jobs/q-dot-net-developer-jobs-l-indianapolis,-in.aspx",Indiana,20.0
14,Austin,.NET Developer,"https://www.monster.com/jobs/q-dot-net-developer-jobs-l-austin,-tx.aspx",Texas,18.0
15,Richmond,.NET Developer,"https://www.monster.com/jobs/q-dot-net-developer-jobs-l-richmond,-va.aspx",Virginia,16.0
16,Chicago,.NET Developer,"https://www.monster.com/jobs/q-dot-net-developer-jobs-l-chicago,-il.aspx",Illinois,20.0
17,Little Rock,.NET Developer,"https://www.monster.com/jobs/q-dot-net-developer-jobs-l-little-rock,-ar.aspx",Arkansas,15.0
18,New York City,.NET Developer,"https://www.monster.com/jobs/q-dot-net-developer-jobs-l-new-york-city,-ny.aspx",New York,39.0
19,Philadelphia,.NET Developer,"https://www.monster.com/jobs/q-dot-net-developer-jobs-l-philadelphia,-pa.aspx",Pennsylvania,25.0
20,New York City,2Nd Line Support,"https://www.monster.com/jobs/q-2nd-line-support-jobs-l-new-york-city,-ny.aspx",New York,15.0
21,San Jose,2Nd Line Support,"https://www.monster.com/jobs/q-2nd-line-support-jobs-l-san-jose,-ca.aspx",California,7.0
22,Irvine,2Nd Line Support,"https://www.monster.com/jobs/q-2nd-line-support-jobs-l-irvine,-ca.aspx",California,2.0
23,Jersey City,2Nd Line Support,"https://www.monster.com/jobs/q-2nd-line-support-jobs-l-jersey-city,-nj.aspx",New Jersey,15.0
24,San Francisco,2Nd Line Support,"https://www.monster.com/jobs/q-2nd-line-support-jobs-l-san-francisco,-ca.aspx",California,2.0
25,Weehawken,2Nd Line Support,"https://www.monster.com/jobs/q-2nd-line-support-jobs-l-weehawken,-nj.aspx",New Jersey,15.0
26,Austin,2Nd Line Support,"https://www.monster.com/jobs/q-2nd-line-support-jobs-l-austin,-tx.aspx",Texas,1.0
27,Baltimore,2Nd Line Support,"https://www.monster.com/jobs/q-2nd-line-support-jobs-l-baltimore,-md.aspx",Maryland,1.0
28,Bellevue,2Nd Line Support,"https://www.monster.com/jobs/q-2nd-line-support-jobs-l-bellevue,-wa.aspx",Washington,2.0
29,Chicago,2Nd Line Support,"https://www.monster.com/jobs/q-2nd-line-support-jobs-l-chicago,-il.aspx",Illinois,1.0
30,Costa Mesa,3Rd Line Support,"https://www.monster.com/jobs/q-3rd-line-support-jobs-l-costa-mesa,-ca.aspx",California,6.0
31,Jersey City,3Rd Line Support,"https://www.monster.com/jobs/q-3rd-line-support-jobs-l-jersey-city,-nj.aspx",New Jersey,5.0
32,Newport Beach,3Rd Line Support,"https://www.monster.com/jobs/q-3rd-line-support-jobs-l-newport-beach,-ca.aspx",California,6.0
33,Salt Lake City,3Rd Line Support,"https://www.monster.com/jobs/q-3rd-line-support-jobs-l-salt-lake-city,-ut.aspx",Utah,3.0
34,Cary,3Rd Line Support,"https://www.monster.com/jobs/q-3rd-line-support-jobs-l-cary,-nc.aspx",North Carolina,2.0
35,Cincinnati,3Rd Line Support,"https://www.monster.com/jobs/q-3rd-line-support-jobs-l-cincinnati,-oh.aspx",Ohio,2.0
36,Austin,3Rd Line Support,"https://www.monster.com/jobs/q-3rd-line-support-jobs-l-austin,-tx.aspx",Texas,1.0
37,Minneapolis,3Rd Line Support,"https://www.monster.com/jobs/q-3rd-line-support-jobs-l-minneapolis,-mn.aspx",Minnesota,1.0
38,New York City,3Rd Line Support,"https://www.monster.com/jobs/q-3rd-line-support-jobs-l-new-york-city,-ny.aspx",New York,5.0
39,New York City,3Rd Line Support,"https://www.monster.com/jobs/q-3rd-line-support-jobs-l-new-york-city,-ny.aspx",New York,5.0
40,Florham Park,ABAP programmer,"https://www.monster.com/jobs/q-abap-programmer-jobs-l-florham-park,-nj.aspx",New Jersey,3.0
41,Charleston,ABAP programmer,"https://www.monster.com/jobs/q-abap-programmer-jobs-l-charleston,-wv.aspx",West Virginia,1.0
42,East Chicago,ABAP programmer,"https://www.monster.com/jobs/q-abap-programmer-jobs-l-east-chicago,-in.aspx",Indiana,1.0
43,Greer,ABAP programmer,"https://www.monster.com/jobs/q-abap-programmer-jobs-l-greer,-sc.aspx",South Carolina,1.0
44,Jersey City,ABAP programmer,"https://www.monster.com/jobs/q-abap-programmer-jobs-l-jersey-city,-nj.aspx",New Jersey,3.0
45,Little Rock,ABAP programmer,"https://www.monster.com/jobs/q-abap-programmer-jobs-l-little-rock,-ar.aspx",Arkansas,1.0
46,Mission Viejo,ABAP programmer,"https://www.monster.com/jobs/q-abap-programmer-jobs-l-mission-viejo,-ca.aspx",California,1.0
47,Phoenix,ABAP programmer,"https://www.monster.com/jobs/q-abap-programmer-jobs-l-phoenix,-az.aspx",Arizona,1.0
48,Tallahassee,ABAP programmer,"https://www.monster.com/jobs/q-abap-programmer-jobs-l-tallahassee,-fl.aspx",Florida,1.0
49,Albany,Access Developer,"https://www.monster.com/jobs/q-access-developer-jobs-l-albany,-ny.aspx",New York,2.0
50,Detroit,Access Developer,"https://www.monster.com/jobs/q-access-developer-jobs-l-detroit,-mi.aspx",Michigan,3.0
51,Houston,Access Developer,"https://www.monster.com/jobs/q-access-developer-jobs-l-houston,-tx.aspx",Texas,2.0
52,Greensboro,Access Developer,"https://www.monster.com/jobs/q-access-developer-jobs-l-greensboro,-nc.aspx",North Carolina,1.0
53,Herndon,Access Developer,"https://www.monster.com/jobs/q-access-developer-jobs-l-herndon,-va.aspx",Virginia,1.0
54,New York City,Access Developer,"https://www.monster.com/jobs/q-access-developer-jobs-l-new-york-city,-ny.aspx",New York,1.0
55,South Lyon,Access Developer,"https://www.monster.com/jobs/q-access-developer-jobs-l-south-lyon,-mi.aspx",Michigan,48.0
56,Whippany,Access Developer,"https://www.monster.com/jobs/q-access-developer-jobs-l-whippany,-nj.aspx",New Jersey,1.0
57,Austin,Ada Programmer,"https://www.monster.com/jobs/q-ada-programmer-jobs-l-austin,-tx.aspx",Texas,12.0
58,San Rafael,Ada Programmer,"https://www.monster.com/jobs/q-ada-programmer-jobs-l-san-rafael,-ca.aspx",California,15.0
59,Plano,Ada Programmer,"https://www.monster.com/jobs/q-ada-programmer-jobs-l-plano,-tx.aspx",Texas,14.0
60,San Diego,Ada Programmer,"https://www.monster.com/jobs/q-ada-programmer-jobs-l-san-diego,-ca.aspx",California,9.0
61,Lansing,Ada Programmer,"https://www.monster.com/jobs/q-ada-programmer-jobs-l-lansing,-mi.aspx",Michigan,8.0
62,Milwaukee,Ada Programmer,"https://www.monster.com/jobs/q-ada-programmer-jobs-l-milwaukee,-wi.aspx",Wisconsin,19.0
63,Orlando,Ada Programmer,"https://www.monster.com/jobs/q-ada-programmer-jobs-l-orlando,-fl.aspx",Florida,8.0
64,Seattle,Ada Programmer,"https://www.monster.com/jobs/q-ada-programmer-jobs-l-seattle,-wa.aspx",Washington,8.0
65,Menomonee Falls,Ada Programmer,"https://www.monster.com/jobs/q-ada-programmer-jobs-l-menomonee-falls,-wi.aspx",Wisconsin,19.0
66,Newark,Ada Programmer,"https://www.monster.com/jobs/q-ada-programmer-jobs-l-newark,-de.aspx",Delaware,6.0
67,Palo Alto,Ada Software Engineer,"https://www.monster.com/jobs/q-ada-software-engineer-jobs-l-palo-alto,-ca.aspx",California,4.0
68,Auburn Hills,Ada Software Engineer,"https://www.monster.com/jobs/q-ada-software-engineer-jobs-l-auburn-hills,-mi.aspx",Michigan,2.0
69,Syracuse,Ada Software Engineer,"https://www.monster.com/jobs/q-ada-software-engineer-jobs-l-syracuse,-ny.aspx",New York,1.0
70,Princeton,Advanced Technology,"https://www.monster.com/jobs/q-advanced-technology-jobs-l-princeton,-nj.aspx",New Jersey,485.0
71,Santa Clara,Advanced Technology,"https://www.monster.com/jobs/q-advanced-technology-jobs-l-santa-clara,-ca.aspx",California,588.0
72,Arlington,Advanced Technology,"https://www.monster.com/jobs/q-advanced-technology-jobs-l-arlington,-va.aspx",Virginia,1000.0
73,Washington,Advanced Technology,"https://www.monster.com/jobs/q-advanced-technology-jobs-l-washington,-dc.aspx",District of Columbia,1000.0
74,San Francisco,Advanced Technology,"https://www.monster.com/jobs/q-advanced-technology-jobs-l-san-francisco,-ca.aspx",California,377.0
75,Chicago,Advanced Technology,"https://www.monster.com/jobs/q-advanced-technology-jobs-l-chicago,-il.aspx",Illinois,328.0
76,Chantilly,Advanced Technology,"https://www.monster.com/jobs/q-advanced-technology-jobs-l-chantilly,-va.aspx",Virginia,1000.0
77,San Diego,Advanced Technology,"https://www.monster.com/jobs/q-advanced-technology-jobs-l-san-diego,-ca.aspx",California,241.0
78,New York City,Advanced Technology,"https://www.monster.com/jobs/q-advanced-technology-jobs-l-new-york-city,-ny.aspx",New York,500.0
79,Boston,Advanced Technology,"https://www.monster.com/jobs/q-advanced-technology-jobs-l-boston,-ma.aspx",Massachusetts,553.0
80,New York City,Advanced Technology Director,"https://www.monster.com/jobs/q-advanced-technology-director-jobs-l-new-york-city,-ny.aspx",New York,983.0
81,Boston,Advanced Technology Director,"https://www.monster.com/jobs/q-advanced-technology-director-jobs-l-boston,-ma.aspx",Massachusetts,744.0
82,San Francisco,Advanced Technology Director,"https://www.monster.com/jobs/q-advanced-technology-director-jobs-l-san-francisco,-ca.aspx",California,575.0
83,Chicago,Advanced Technology Director,"https://www.monster.com/jobs/q-advanced-technology-director-jobs-l-chicago,-il.aspx",Illinois,449.0
84,Seattle,Advanced Technology Director,"https://www.monster.com/jobs/q-advanced-technology-director-jobs-l-seattle,-wa.aspx",Washington,536.0
85,Atlanta,Advanced Technology Director,"https://www.monster.com/jobs/q-advanced-technology-director-jobs-l-atlanta,-ga.aspx",Georgia,304.0
86,Los Angeles,Advanced Technology Director,"https://www.monster.com/jobs/q-advanced-technology-director-jobs-l-los-angeles,-ca.aspx",California,441.0
87,San Diego,Advanced Technology Director,"https://www.monster.com/jobs/q-advanced-technology-director-jobs-l-san-diego,-ca.aspx",California,226.0
88,Washington,Advanced Technology Director,"https://www.monster.com/jobs/q-advanced-technology-director-jobs-l-washington,-dc.aspx",District of Columbia,610.0
89,Phoenix,Advanced Technology Director,"https://www.monster.com/jobs/q-advanced-technology-director-jobs-l-phoenix,-az.aspx",Arizona,252.0
90,Orlando,Agile Project Manager,"https://www.monster.com/jobs/q-agile-project-manager-jobs-l-orlando,-fl.aspx",Florida,17.0
91,Durham,Agile Project Manager,"https://www.monster.com/jobs/q-agile-project-manager-jobs-l-durham,-nc.aspx",North Carolina,11.0
92,Raleigh,Agile Project Manager,"https://www.monster.com/jobs/q-agile-project-manager-jobs-l-raleigh,-nc.aspx",North Carolina,10.0
93,New York City,Agile Project Manager,"https://www.monster.com/jobs/q-agile-project-manager-jobs-l-new-york-city,-ny.aspx",New York,18.0
94,Chicago,Agile Project Manager,"https://www.monster.com/jobs/q-agile-project-manager-jobs-l-chicago,-il.aspx",Illinois,8.0
95,Washington,Agile Project Manager,"https://www.monster.com/jobs/q-agile-project-manager-jobs-l-washington,-dc.aspx",District of Columbia,11.0
96,Foster City,Agile Project Manager,"https://www.monster.com/jobs/q-agile-project-manager-jobs-l-foster-city,-ca.aspx",California,11.0
97,Tampa,Agile Project Manager,"https://www.monster.com/jobs/q-agile-project-manager-jobs-l-tampa,-fl.aspx",Florida,5.0
98,Jersey City,Agile Project Manager,"https://www.monster.com/jobs/q-agile-project-manager-jobs-l-jersey-city,-nj.aspx",New Jersey,18.0
99,Milwaukee,Agile Project Manager,"https://www.monster.com/jobs/q-agile-project-manager-jobs-l-milwaukee,-wi.aspx",Wisconsin,5.0
100,Jersey City,AIX Systems Administrator,"https://www.monster.com/jobs/q-aix-systems-administrator-jobs-l-jersey-city,-nj.aspx",New Jersey,6.0
101,New York City,AIX Systems Administrator,"https://www.monster.com/jobs/q-aix-systems-administrator-jobs-l-new-york-city,-ny.aspx",New York,6.0
102,Reston,AIX Systems Administrator,"https://www.monster.com/jobs/q-aix-systems-administrator-jobs-l-reston,-va.aspx",Virginia,5.0
103,Rockville,AIX Systems Administrator,"https://www.monster.com/jobs/q-aix-systems-administrator-jobs-l-rockville,-md.aspx",Maryland,5.0
104,Boulder,AIX Systems Administrator,"https://www.monster.com/jobs/q-aix-systems-administrator-jobs-l-boulder,-co.aspx",Colorado,1.0
105,Chicago,AIX Systems Administrator,"https://www.monster.com/jobs/q-aix-systems-administrator-jobs-l-chicago,-il.aspx",Illinois,1.0
106,Duluth,AIX Systems Administrator,"https://www.monster.com/jobs/q-aix-systems-administrator-jobs-l-duluth,-ga.aspx",Georgia,2.0
107,Huntsville,AIX Systems Administrator,"https://www.monster.com/jobs/q-aix-systems-administrator-jobs-l-huntsville,-al.aspx",Alabama,1.0
108,Poughkeepsie,AIX Systems Administrator,"https://www.monster.com/jobs/q-aix-systems-administrator-jobs-l-poughkeepsie,-ny.aspx",New York,1.0
109,Radnor,AIX Systems Administrator,"https://www.monster.com/jobs/q-aix-systems-administrator-jobs-l-radnor,-pa.aspx",Pennsylvania,1.0
110,Washington,AIX Technical Support Engineer,"https://www.monster.com/jobs/q-aix-technical-support-engineer-jobs-l-washington,-dc.aspx",District of Columbia,72.0
111,New York City,AIX Technical Support Engineer,"https://www.monster.com/jobs/q-aix-technical-support-engineer-jobs-l-new-york-city,-ny.aspx",New York,37.0
112,Columbus,AIX Technical Support Engineer,"https://www.monster.com/jobs/q-aix-technical-support-engineer-jobs-l-columbus,-oh.aspx",Ohio,18.0
113,Nashville,AIX Technical Support Engineer,"https://www.monster.com/jobs/q-aix-technical-support-engineer-jobs-l-nashville,-tn.aspx",Tennessee,15.0
114,Austin,AIX Technical Support Engineer,"https://www.monster.com/jobs/q-aix-technical-support-engineer-jobs-l-austin,-tx.aspx",Texas,14.0
115,Dallas,AIX Technical Support Engineer,"https://www.monster.com/jobs/q-aix-technical-support-engineer-jobs-l-dallas,-tx.aspx",Texas,17.0
116,Cary,AIX Technical Support Engineer,"https://www.monster.com/jobs/q-aix-technical-support-engineer-jobs-l-cary,-nc.aspx",North Carolina,19.0
117,Houston,AIX Technical Support Engineer,"https://www.monster.com/jobs/q-aix-technical-support-engineer-jobs-l-houston,-tx.aspx",Texas,9.0
118,Charlotte,AIX Technical Support Engineer,"https://www.monster.com/jobs/q-aix-technical-support-engineer-jobs-l-charlotte,-nc.aspx",North Carolina,8.0
119,Hartford,AIX Technical Support Engineer,"https://www.monster.com/jobs/q-aix-technical-support-engineer-jobs-l-hartford,-ct.aspx",Connecticut,8.0
120,Seattle,Android Developer,"https://www.monster.com/jobs/q-android-developer-jobs-l-seattle,-wa.aspx",Washington,54.0
121,New York City,Android Developer,"https://www.monster.com/jobs/q-android-developer-jobs-l-new-york-city,-ny.aspx",New York,61.0
122,Boston,Android Developer,"https://www.monster.com/jobs/q-android-developer-jobs-l-boston,-ma.aspx",Massachusetts,39.0
123,San Francisco,Android Developer,"https://www.monster.com/jobs/q-android-developer-jobs-l-san-francisco,-ca.aspx",California,47.0
124,Chicago,Android Developer,"https://www.monster.com/jobs/q-android-developer-jobs-l-chicago,-il.aspx",Illinois,32.0
125,Dallas,Android Developer,"https://www.monster.com/jobs/q-android-developer-jobs-l-dallas,-tx.aspx",Texas,41.0
126,Mountain View,Android Developer,"https://www.monster.com/jobs/q-android-developer-jobs-l-mountain-view,-ca.aspx",California,46.0
127,Irving,Android Developer,"https://www.monster.com/jobs/q-android-developer-jobs-l-irving,-tx.aspx",Texas,33.0
128,Atlanta,Android Developer,"https://www.monster.com/jobs/q-android-developer-jobs-l-atlanta,-ga.aspx",Georgia,14.0
129,Alpharetta,Android Developer,"https://www.monster.com/jobs/q-android-developer-jobs-l-alpharetta,-ga.aspx",Georgia,13.0
130,New York City,Application,"https://www.monster.com/jobs/q-application-jobs-l-new-york-city,-ny.aspx",New York,1000.0
131,Seattle,Application,"https://www.monster.com/jobs/q-application-jobs-l-seattle,-wa.aspx",Washington,1000.0
132,Chicago,Application,"https://www.monster.com/jobs/q-application-jobs-l-chicago,-il.aspx",Illinois,1000.0
133,Atlanta,Application,"https://www.monster.com/jobs/q-application-jobs-l-atlanta,-ga.aspx",Georgia,1000.0
134,San Francisco,Application,"https://www.monster.com/jobs/q-application-jobs-l-san-francisco,-ca.aspx",California,1000.0
135,Los Angeles,Application,"https://www.monster.com/jobs/q-application-jobs-l-los-angeles,-ca.aspx",California,1000.0
136,Boston,Application,"https://www.monster.com/jobs/q-application-jobs-l-boston,-ma.aspx",Massachusetts,1000.0
137,Dallas,Application,"https://www.monster.com/jobs/q-application-jobs-l-dallas,-tx.aspx",Texas,1000.0
138,Phoenix,Application,"https://www.monster.com/jobs/q-application-jobs-l-phoenix,-az.aspx",Arizona,1000.0
139,Houston,Application,"https://www.monster.com/jobs/q-application-jobs-l-houston,-tx.aspx",Texas,1000.0
140,New York City,Application Architect,"https://www.monster.com/jobs/q-application-architect-jobs-l-new-york-city,-ny.aspx",New York,118.0
141,Chicago,Application Architect,"https://www.monster.com/jobs/q-application-architect-jobs-l-chicago,-il.aspx",Illinois,48.0
142,Jersey City,Application Architect,"https://www.monster.com/jobs/q-application-architect-jobs-l-jersey-city,-nj.aspx",New Jersey,123.0
143,Atlanta,Application Architect,"https://www.monster.com/jobs/q-application-architect-jobs-l-atlanta,-ga.aspx",Georgia,48.0
144,Charlotte,Application Architect,"https://www.monster.com/jobs/q-application-architect-jobs-l-charlotte,-nc.aspx",North Carolina,36.0
145,Seattle,Application Architect,"https://www.monster.com/jobs/q-application-architect-jobs-l-seattle,-wa.aspx",Washington,38.0
146,Austin,Application Architect,"https://www.monster.com/jobs/q-application-architect-jobs-l-austin,-tx.aspx",Texas,29.0
147,Raleigh,Application Architect,"https://www.monster.com/jobs/q-application-architect-jobs-l-raleigh,-nc.aspx",North Carolina,41.0
148,San Francisco,Application Architect,"https://www.monster.com/jobs/q-application-architect-jobs-l-san-francisco,-ca.aspx",California,32.0
149,Madison,Application Architect,"https://www.monster.com/jobs/q-application-architect-jobs-l-madison,-wi.aspx",Wisconsin,26.0
150,Seattle,Application Computer Software Engineer,"https://www.monster.com/jobs/q-application-computer-software-engineer-jobs-l-seattle,-wa.aspx",Washington,1000.0
151,Redmond,Application Computer Software Engineer,"https://www.monster.com/jobs/q-application-computer-software-engineer-jobs-l-redmond,-wa.aspx",Washington,1000.0
152,New York City,Application Computer Software Engineer,"https://www.monster.com/jobs/q-application-computer-software-engineer-jobs-l-new-york-city,-ny.aspx",New York,1000.0
153,San Francisco,Application Computer Software Engineer,"https://www.monster.com/jobs/q-application-computer-software-engineer-jobs-l-san-francisco,-ca.aspx",California,1000.0
154,San Diego,Application Computer Software Engineer,"https://www.monster.com/jobs/q-application-computer-software-engineer-jobs-l-san-diego,-ca.aspx",California,901.0
155,Bellevue,Application Computer Software Engineer,"https://www.monster.com/jobs/q-application-computer-software-engineer-jobs-l-bellevue,-wa.aspx",Washington,1000.0
156,Austin,Application Computer Software Engineer,"https://www.monster.com/jobs/q-application-computer-software-engineer-jobs-l-austin,-tx.aspx",Texas,838.0
157,Chicago,Application Computer Software Engineer,"https://www.monster.com/jobs/q-application-computer-software-engineer-jobs-l-chicago,-il.aspx",Illinois,793.0
158,Santa Clara,Application Computer Software Engineer,"https://www.monster.com/jobs/q-application-computer-software-engineer-jobs-l-santa-clara,-ca.aspx",California,1000.0
159,San Jose,Application Computer Software Engineer,"https://www.monster.com/jobs/q-application-computer-software-engineer-jobs-l-san-jose,-ca.aspx",California,1000.0
160,New York City,Application Developer,"https://www.monster.com/jobs/q-application-developer-jobs-l-new-york-city,-ny.aspx",New York,548.0
161,Pittsburgh,Application Developer,"https://www.monster.com/jobs/q-application-developer-jobs-l-pittsburgh,-pa.aspx",Pennsylvania,219.0
162,Jersey City,Application Developer,"https://www.monster.com/jobs/q-application-developer-jobs-l-jersey-city,-nj.aspx",New Jersey,571.0
163,Seattle,Application Developer,"https://www.monster.com/jobs/q-application-developer-jobs-l-seattle,-wa.aspx",Washington,245.0
164,Chicago,Application Developer,"https://www.monster.com/jobs/q-application-developer-jobs-l-chicago,-il.aspx",Illinois,158.0
165,Harrisburg,Application Developer,"https://www.monster.com/jobs/q-application-developer-jobs-l-harrisburg,-pa.aspx",Pennsylvania,201.0
166,Washington,Application Developer,"https://www.monster.com/jobs/q-application-developer-jobs-l-washington,-dc.aspx",District of Columbia,508.0
167,Atlanta,Application Developer,"https://www.monster.com/jobs/q-application-developer-jobs-l-atlanta,-ga.aspx",Georgia,125.0
168,Dallas,Application Developer,"https://www.monster.com/jobs/q-application-developer-jobs-l-dallas,-tx.aspx",Texas,208.0
169,Richmond,Application Developer,"https://www.monster.com/jobs/q-application-developer-jobs-l-richmond,-va.aspx",Virginia,106.0
170,San Jose,Application Engineer,"https://www.monster.com/jobs/q-application-engineer-jobs-l-san-jose,-ca.aspx",California,485.0
171,Santa Clara,Application Engineer,"https://www.monster.com/jobs/q-application-engineer-jobs-l-santa-clara,-ca.aspx",California,499.0
172,Austin,Application Engineer,"https://www.monster.com/jobs/q-application-engineer-jobs-l-austin,-tx.aspx",Texas,108.0
173,Seattle,Application Engineer,"https://www.monster.com/jobs/q-application-engineer-jobs-l-seattle,-wa.aspx",Washington,110.0
174,San Diego,Application Engineer,"https://www.monster.com/jobs/q-application-engineer-jobs-l-san-diego,-ca.aspx",California,72.0
175,Chicago,Application Engineer,"https://www.monster.com/jobs/q-application-engineer-jobs-l-chicago,-il.aspx",Illinois,70.0
176,Sunnyvale,Application Engineer,"https://www.monster.com/jobs/q-application-engineer-jobs-l-sunnyvale,-ca.aspx",California,502.0
177,Milpitas,Application Engineer,"https://www.monster.com/jobs/q-application-engineer-jobs-l-milpitas,-ca.aspx",California,517.0
178,New York City,Application Engineer,"https://www.monster.com/jobs/q-application-engineer-jobs-l-new-york-city,-ny.aspx",New York,102.0
179,San Francisco,Application Engineer,"https://www.monster.com/jobs/q-application-engineer-jobs-l-san-francisco,-ca.aspx",California,83.0
180,Baltimore,Application Specialist,"https://www.monster.com/jobs/q-application-specialist-jobs-l-baltimore,-md.aspx",Maryland,43.0
181,Chicago,Application Specialist,"https://www.monster.com/jobs/q-application-specialist-jobs-l-chicago,-il.aspx",Illinois,29.0
182,Dallas,Application Specialist,"https://www.monster.com/jobs/q-application-specialist-jobs-l-dallas,-tx.aspx",Texas,39.0
183,Santa Clara,Application Specialist,"https://www.monster.com/jobs/q-application-specialist-jobs-l-santa-clara,-ca.aspx",California,62.0
184,Houston,Application Specialist,"https://www.monster.com/jobs/q-application-specialist-jobs-l-houston,-tx.aspx",Texas,28.0
185,New York City,Application Specialist,"https://www.monster.com/jobs/q-application-specialist-jobs-l-new-york-city,-ny.aspx",New York,40.0
186,Los Angeles,Application Specialist,"https://www.monster.com/jobs/q-application-specialist-jobs-l-los-angeles,-ca.aspx",California,32.0
187,San Jose,Application Specialist,"https://www.monster.com/jobs/q-application-specialist-jobs-l-san-jose,-ca.aspx",California,58.0
188,Seattle,Application Specialist,"https://www.monster.com/jobs/q-application-specialist-jobs-l-seattle,-wa.aspx",Washington,22.0
189,Cary,Application Specialist,"https://www.monster.com/jobs/q-application-specialist-jobs-l-cary,-nc.aspx",North Carolina,19.0
190,Alpharetta,Application Support Analyst,"https://www.monster.com/jobs/q-application-support-analyst-jobs-l-alpharetta,-ga.aspx",Georgia,29.0
191,Chicago,Application Support Analyst,"https://www.monster.com/jobs/q-application-support-analyst-jobs-l-chicago,-il.aspx",Illinois,24.0
192,New York City,Application Support Analyst,"https://www.monster.com/jobs/q-application-support-analyst-jobs-l-new-york-city,-ny.aspx",New York,37.0
193,Columbus,Application Support Analyst,"https://www.monster.com/jobs/q-application-support-analyst-jobs-l-columbus,-oh.aspx",Ohio,25.0
194,Houston,Application Support Analyst,"https://www.monster.com/jobs/q-application-support-analyst-jobs-l-houston,-tx.aspx",Texas,14.0
195,Dallas,Application Support Analyst,"https://www.monster.com/jobs/q-application-support-analyst-jobs-l-dallas,-tx.aspx",Texas,16.0
196,Jersey City,Application Support Analyst,"https://www.monster.com/jobs/q-application-support-analyst-jobs-l-jersey-city,-nj.aspx",New Jersey,38.0
197,Denver,Application Support Analyst,"https://www.monster.com/jobs/q-application-support-analyst-jobs-l-denver,-co.aspx",Colorado,11.0
198,Louisville,Application Support Analyst,"https://www.monster.com/jobs/q-application-support-analyst-jobs-l-louisville,-ky.aspx",Kentucky,9.0
199,Atlanta,Application Support Analyst,"https://www.monster.com/jobs/q-application-support-analyst-jobs-l-atlanta,-ga.aspx",Georgia,8.0
200,New York City,Applications Design Analyst,"https://www.monster.com/jobs/q-applications-design-analyst-jobs-l-new-york-city,-ny.aspx",New York,1000.0
201,Seattle,Applications Design Analyst,"https://www.monster.com/jobs/q-applications-design-analyst-jobs-l-seattle,-wa.aspx",Washington,1000.0
202,San Francisco,Applications Design Analyst,"https://www.monster.com/jobs/q-applications-design-analyst-jobs-l-san-francisco,-ca.aspx",California,1000.0
203,Chicago,Applications Design Analyst,"https://www.monster.com/jobs/q-applications-design-analyst-jobs-l-chicago,-il.aspx",Illinois,732.0
204,Washington,Applications Design Analyst,"https://www.monster.com/jobs/q-applications-design-analyst-jobs-l-washington,-dc.aspx",District of Columbia,1000.0
205,Atlanta,Applications Design Analyst,"https://www.monster.com/jobs/q-applications-design-analyst-jobs-l-atlanta,-ga.aspx",Georgia,636.0
206,Charlotte,Applications Design Analyst,"https://www.monster.com/jobs/q-applications-design-analyst-jobs-l-charlotte,-nc.aspx",North Carolina,481.0
207,Pittsburgh,Applications Design Analyst,"https://www.monster.com/jobs/q-applications-design-analyst-jobs-l-pittsburgh,-pa.aspx",Pennsylvania,467.0
208,Boston,Applications Design Analyst,"https://www.monster.com/jobs/q-applications-design-analyst-jobs-l-boston,-ma.aspx",Massachusetts,911.0
209,Austin,Applications Design Analyst,"https://www.monster.com/jobs/q-applications-design-analyst-jobs-l-austin,-tx.aspx",Texas,422.0
210,New York City,Applications Developer,"https://www.monster.com/jobs/q-applications-developer-jobs-l-new-york-city,-ny.aspx",New York,548.0
211,Pittsburgh,Applications Developer,"https://www.monster.com/jobs/q-applications-developer-jobs-l-pittsburgh,-pa.aspx",Pennsylvania,219.0
